Vert_Group,Order,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID,Migratory_Status,Mixed_Status_Species,Notes_Migration,Additional_Sources_Migration
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.1512,1.3841,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.3502,1.771,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.271,1.4115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.2576,1.1243,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.5044,1.1341,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.9731,0.9447,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.298,2.7582,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.1376,1.762,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.4267,1.2227,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.7513,1.6461,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.19,0.963,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Prebreeding,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.4552,1.9778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Laying,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.8324,1.1423,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Breeding,N,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.232,4.1259,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Mitivik Island, East Bay Migratory Bird Sanctuary, Nunavut, Canada",null,null,64.03,-81.789,Reported,0,2006-2013,2006,2013,Nonbreeding,N,null,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,flight nets,Passive,null,3,null,null,null,EIA,null,"Assay Designs, Ann Arbor, MI, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.5568,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,no sample sizes reported for CORT data,Love,423,Migratory,Yes,Paper states that this population migrates.,https://www.allaboutbirds.org/guide/Common_Eider/maps-range
Bird,Anseriformes,Somateria,mollissima,Common eider,"Norddurkot, Reykjanes Peninsula, Southwest Iceland",null,null,63.87,-22.56,Reported,85,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,9:00,17:00,Caught at nest with a landing net,Active,null,3,null,null,N,RIA,null,"B3-163, Esoterix, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.04,1.59,73.99546325,14,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by having nests with natural shelter.,Monaghan,270,Resident,Yes,Common eiders breeding in Iceland are resident.,"https://www.int-res.com/abstracts/cr/v38/n3/p237-248/, https://www.hi.is/sites/default/files/mas/onnur_skjol/report_english_gilles_25_april.pdf"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Norddurkot, Reykjanes Peninsula, Southwest Iceland",null,null,63.87,-22.56,Reported,85,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,9:00,17:00,Caught at nest with a landing net,Active,null,3,null,null,N,RIA,null,"B3-163, Esoterix, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.15,3.26,92.94626556,12,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by having exposed nests.,Monaghan,270,Resident,Yes,Common eiders breeding in Iceland are resident.,"https://www.int-res.com/abstracts/cr/v38/n3/p237-248/, https://www.hi.is/sites/default/files/mas/onnur_skjol/report_english_gilles_25_april.pdf"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Norddurkot, Reykjanes Peninsula, Southwest Iceland",null,null,63.87,-22.56,Reported,85,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,9:00,17:00,Caught at nest with a landing net,Active,null,3,null,null,N,RIA,null,"B3-163, Esoterix, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.6,2.85,81.48604011,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by having exposed nests with artificial shelter.,Monaghan,270,Resident,Yes,Common eiders breeding in Iceland are resident.,"https://www.int-res.com/abstracts/cr/v38/n3/p237-248/, https://www.hi.is/sites/default/files/mas/onnur_skjol/report_english_gilles_25_april.pdf"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Tvarminne, Western Gulf of Finland",null,null,59.842984,23.244,Reported,5,2009-2011,2009,2011,Breeding,null,Incubation,Y,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,Captured on nest with hand net,Active,null,3,null,null,N,RIA,null,"ImmuChemTM Double Anitibody, Corticosterone, 125I RIA Kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.81,1.27,83.57206813,495,3.49,379,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Max and min from datathief,Ost,262,Migratory,Yes,Lehikoinen et al. (2006) state that eiders in Gulf of Finland are short-distance migrants.,https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2486.2006.01162.x
Bird,Anseriformes,Somateria,mollissima,Common eider,"Tvarminne Zoological Station, southwestern Finland",null,null,59.842984,23.244,Reported,0,2010-2011,2010,2011,Breeding,N,Incubation,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,null,null,on nest,Active,null,3,16,handling,null,RIA,null,"ImmunoChem Double Antibody, Corticosterone, 125I RIA Kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.95,21.28,769.591703,142,null,null,null,null,null,null,null,null,null,null,114.53,46.3,481.7324507,142,null,null,null,null,"phenotype measured : boldness, fitness metric measured: viable proportion of clutch",Ost,300,Migratory,Yes,Lehikoinen et al. (2006) state that eiders in Gulf of Finland are short-distance migrants.,https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2486.2006.01162.x
Bird,Anseriformes,Somateria,mollissima,Common eider,"Storholmen Island, Kongsfjorden, Svalbard Archipelago, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.17,1.3,48.95109617,21,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Later exp (T3 implants).,Raclot,68,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Storholmen Island, Kongsfjorden, Svalbard Archipelago, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.94,1.01,38.76383126,21,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Later exp (control),Raclot,68,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.11,1.63,38.31395045,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by not later receiving cort implants; early incubation,Raclot,257,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.34,2.17,50.18881308,11,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by later receiving cort implants; early incubation,Raclot,257,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.35,4.45,64.16127158,7,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by not later receiving cort implants; late incubation,Raclot,257,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.36,3.09,44.52816749,7,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by later receiving cort implants; late incubation,Raclot,257,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.26,1.99,39.70622254,7,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Group characterized by later experiencing an extended fast; late incubation,Raclot,257,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2003,2003,2003,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.1,1.2,48.17464154,86,9.1,62.3,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Raclot,258,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Prins Heinrich Island, Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,230,2005,2005,2005,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,captured on nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.7,4.66,115.9549006,51,22,33,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Raclot,259,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,0,2003,2003,2003,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,On nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,2,37.68445758,24,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Group characterized by sampling in early incubation (days 4-11). This study investigates relationships between corticosterone and body mass, clutch size, T-cell mediated immune response, and immunoglobin index (no significant relationships).",Raclot,271,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,mollissima,Common eider,"Kongsfjorden, Svalbard, Norway",null,null,78.917,20.117,Reported,0,2003,2003,2003,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,On nest with snare on pole,Active,null,3,null,null,N,RIA,null,"125I RIA double-antibody kit, ICN Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,2,44.67062628,22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Group characterized by sampling in late incubation (days 18-25). This study investigates relationships between corticosterone and body mass, clutch size, T-cell mediated immune response, and immunoglobin index (no significant relationships).",Raclot,271,Migratory,Yes,"Variation in migratory status in this species, but Hanssen et al. (2016) tracked a population in Svalbard and found that it was migratory. Population in this paper is on the same island (Svalbard), and so it seems reasonable to assume that it is also migratory.","https://www.allaboutbirds.org/guide/Common_Eider/maps-range, https://doi.org/10.1007/s00300-016-1908-z"
Bird,Anseriformes,Somateria,spectabilis,King eider,"Kuparuk Oilfields, Alaska, USA",null,null,70.45,-149.683,Reported,20,2005,2005,2005,Breeding,null,Incubation ,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,9:26,21:50,drop or bow net trap (nest trap),Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.593,1.007,66.57684265,19,1.17,16.91,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mid to late incubation,Kitaysky,10,Migratory,No,,https://www.allaboutbirds.org/guide/King_Eider/maps-range
Bird,Anseriformes,Somateria,spectabilis,King eider,"Kuparuk Oilfields, Alaska, USA",null,null,70.45,-149.683,Reported,20,2006,2006,2006,Breeding,null,Incubation,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,9:26,21:50,drop or bow net trap (nest trap),Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.551,1.722,43.18058722,7,4.29,16.842,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mid to late incubation,Kitaysky,10,Migratory,No,,https://www.allaboutbirds.org/guide/King_Eider/maps-range
